55427,"1"
59077,"1"
52960,"1"
59260,"1"
58682,"1"
56898,"1"
59157,"1"
53054,"1"
55745,"1"
50606,"1"
50821,"1"
53137,"1"
51630,"1"
54377,"1"
54623,"1"
59742,"1"
51273,"1"
54054,"1"
59180,"1"
55534,"1"
54185,"1"
51996,"1"
58848,"1"
51178,"1"
55296,"1"
50233,"1"
53867,"1"
59650,"1"
56636,"1"
58205,"1"
56440,"1"
58812,"1"
59306,"1"
51420,"1"
51130,"1"
59601,"1"
55919,"1"
59146,"1"
58145,"1"
58495,"1"
54872,"1"
52460,"1"
56955,"1"
51840,"1"
53507,"1"
50305,"1"
52788,"1"
57145,"1"
59504,"1"
50336,"1"
58747,"1"
58796,"1"
57124,"1"
57694,"1"
59630,"1"
59686,"1"
53810,"1"
59689,"1"
54639,"1"
50971,"1"
55082,"1"
58251,"1"
59332,"1"
56920,"1"
56871,"1"
53513,"1"
54638,"1"
54700,"1"
52632,"1"
59771,"1"
51604,"1"
59812,"1"
56915,"1"
52736,"1"
52441,"1"
51480,"1"
57565,"1"
53486,"1"
56358,"1"
57767,"1"
55008,"1"
54778,"1"
57405,"1"
52527,"1"
50640,"1"
52498,"1"
54424,"1"
55840,"1"
52672,"1"
57832,"1"
50005,"1"
55553,"1"
58937,"1"
56189,"1"
52057,"1"
50810,"1"
57928,"1"
56907,"1"
59417,"1"
55496,"1"
52613,"1"
50587,"1"
52486,"1"
53585,"1"
58981,"1"
55710,"1"
50010,"1"
55897,"1"
51982,"1"
59200,"1"
58400,"1"
57458,"1"
50379,"1"
58769,"1"
57876,"1"
51888,"1"
52061,"1"
58486,"1"
57195,"1"
50902,"1"
52912,"1"
53172,"1"
52121,"1"
59870,"1"
51838,"1"
58387,"1"
51247,"1"
56441,"1"
55966,"1"
58419,"1"
58910,"1"
51384,"1"
52503,"1"
55004,"1"
59240,"1"
57431,"1"
52354,"1"
56116,"1"
50877,"1"
59536,"1"
58052,"1"
51618,"1"
57729,"1"
51352,"1"
53051,"1"
53626,"1"
50139,"1"
53979,"1"
56819,"1"
59299,"1"
59678,"1"
58831,"1"
50721,"1"
58003,"1"
53071,"1"
55254,"1"
54633,"1"
56928,"1"
54242,"1"
52531,"1"
54658,"1"
55809,"1"
50614,"1"
55657,"1"
51488,"1"
54803,"1"
53792,"1"
54221,"1"
57522,"1"
55403,"1"
59394,"1"
51064,"1"
50865,"1"
52760,"1"
58087,"1"
56743,"1"
52228,"1"
57673,"1"
58959,"1"
58985,"1"
59379,"1"
51538,"1"
59772,"1"
52751,"1"
53644,"1"
56255,"1"
53638,"1"
59474,"1"
58423,"1"
50604,"1"
58305,"1"
51789,"1"
53208,"1"
58428,"1"
50725,"1"
50413,"1"
59257,"1"
57721,"1"
56628,"1"
56340,"1"
55142,"1"
50018,"1"
58749,"1"
55643,"1"
55038,"1"
53869,"1"
53830,"1"
51054,"1"
57112,"1"
57871,"1"
50181,"1"
56715,"1"
54519,"1"
57762,"1"
57586,"1"
52740,"1"
50456,"1"
50134,"1"
52658,"1"
52506,"1"
57813,"1"
51558,"1"
59951,"1"
57041,"1"
53323,"1"
52296,"1"
58846,"1"
58931,"1"
59501,"1"
52309,"1"
50728,"1"
51266,"1"
53237,"1"
50710,"1"
50698,"1"
50230,"1"
54457,"1"
50476,"1"
58159,"1"
51157,"1"
58648,"1"
56529,"1"
57502,"1"
52934,"1"
53228,"1"
55034,"1"
59092,"1"
58954,"1"
54915,"1"
54048,"1"
53549,"1"
58369,"1"
53121,"1"
54998,"1"
58229,"1"
54988,"1"
58373,"1"
58153,"1"
53464,"1"
52583,"1"
58924,"1"
57032,"1"
54124,"1"
54367,"1"
52803,"1"
54285,"1"
56532,"1"
57807,"1"
53156,"1"
59436,"1"
53390,"1"
59006,"1"
51587,"1"
51175,"1"
58150,"1"
50775,"1"
51482,"1"
52463,"1"
54689,"1"
56425,"1"
56528,"1"
58868,"1"
50140,"1"
56442,"1"
50226,"1"
56544,"1"
53882,"1"
50169,"1"
56566,"1"
52569,"1"
54418,"1"
54426,"1"
58635,"1"
50669,"1"
57160,"1"
55299,"1"
51459,"1"
56530,"1"
58247,"1"
53679,"1"
57310,"1"
59618,"1"
53402,"1"
59913,"1"
57091,"1"
55180,"1"
52565,"1"
57529,"1"
59709,"1"
58198,"1"
57271,"1"
51288,"1"
54133,"1"
56811,"1"
55525,"1"
51486,"1"
50833,"1"
59108,"1"
55516,"1"
50127,"1"
51846,"1"
57038,"1"
57580,"1"
54924,"1"
50581,"1"
50578,"1"
51241,"1"
56607,"1"
55187,"1"
53108,"1"
50524,"1"
59710,"1"
51640,"1"
55541,"1"
57096,"1"
59508,"1"
59730,"1"
54656,"1"
57497,"1"
50537,"1"
56291,"1"
52250,"1"
54914,"1"
57216,"1"
51235,"1"
52914,"1"
51811,"1"
50511,"1"
56534,"1"
52539,"1"
55056,"1"
56383,"1"
58477,"1"
55973,"1"
54250,"1"
52332,"1"
54233,"1"
52074,"1"
55087,"1"
56374,"1"
53211,"1"
53774,"1"
56199,"1"
55588,"1"
59214,"1"
58891,"1"
58353,"1"
58314,"1"
55607,"1"
50220,"1"
56794,"1"
54172,"1"
51710,"1"
50699,"1"
53591,"1"
58608,"1"
57090,"1"
54339,"1"
50650,"1"
53791,"1"
58394,"1"
54366,"1"
52979,"1"
51987,"1"
55020,"1"
52804,"1"
55555,"1"
58148,"1"
52363,"1"
54421,"1"
57311,"1"
52083,"1"
54552,"1"
53290,"1"
53534,"1"
50448,"1"
58677,"1"
50607,"1"
52188,"1"
57596,"1"
55562,"1"
58129,"1"
53165,"1"
55757,"1"
57760,"1"
56859,"1"
58606,"1"
59863,"1"
57936,"1"
59973,"1"
51906,"1"
59942,"1"
56405,"1"
51418,"1"
58609,"1"
52666,"1"
57528,"1"
54921,"1"
59391,"1"
50390,"1"
58393,"1"
52210,"1"
56702,"1"
54754,"1"
51685,"1"
57084,"1"
52304,"1"
59723,"1"
58827,"1"
55784,"1"
59596,"1"
56809,"1"
53403,"1"
54312,"1"
53006,"1"
55800,"1"
51994,"1"
53919,"1"
55166,"1"
59414,"1"
52546,"1"
57009,"1"
56500,"1"
52715,"1"
55900,"1"
53470,"1"
54407,"1"
57258,"1"
51918,"1"
53437,"1"
57409,"1"
57134,"1"
