56898,"1"
53237,"1"
53137,"1"
53507,"1"
50379,"1"
55745,"1"
53054,"1"
58400,"1"
56715,"1"
56928,"1"
59157,"1"
53108,"1"
59742,"1"
59077,"1"
51488,"1"
58812,"1"
50139,"1"
51247,"1"
59650,"1"
57767,"1"
55093,"1"
52527,"1"
55296,"1"
53882,"1"
53810,"1"
53402,"1"
58150,"1"
59686,"1"
54054,"1"
58251,"1"
59633,"1"
59417,"1"
59180,"1"
57846,"1"
50698,"1"
55008,"1"
55840,"1"
51075,"1"
57565,"1"
54872,"1"
58796,"1"
57528,"1"
56293,"1"
51384,"1"
54242,"1"
58145,"1"
50848,"1"
54623,"1"
51178,"1"
57928,"1"
57502,"1"
58205,"1"
57431,"1"
56920,"1"
57458,"1"
54638,"1"
59107,"1"
57124,"1"
55919,"1"
52940,"1"
55643,"1"
50305,"1"
55897,"1"
58486,"1"
53591,"1"
58387,"1"
55427,"1"
55187,"1"
53372,"1"
56907,"1"
51194,"1"
50833,"1"
59536,"1"
52441,"1"
59332,"1"
55784,"1"
58648,"1"
53869,"1"
58129,"1"
50587,"1"
58985,"1"
51982,"1"
51710,"1"
51838,"1"
52736,"1"
50005,"1"
56636,"1"
56871,"1"
51064,"1"
54639,"1"
50016,"1"
54561,"1"
53051,"1"
56819,"1"
53585,"1"
59504,"1"
58769,"1"
59689,"1"
56442,"1"
55254,"1"
58981,"1"
50710,"1"
56955,"1"
52934,"1"
51130,"1"
54133,"1"
53513,"1"
59596,"1"
56915,"1"
57876,"1"
55553,"1"
50614,"1"
59146,"1"
52614,"1"
59299,"1"
52912,"1"
50336,"1"
50233,"1"
52440,"1"
59913,"1"
58937,"1"
54124,"1"
53979,"1"
58159,"1"
59618,"1"
56078,"1"
53514,"1"
53034,"1"
54185,"1"
59141,"1"
50865,"1"
54366,"1"
56189,"1"
55082,"1"
59436,"1"
59306,"1"
53872,"1"
59772,"1"
54377,"1"
54312,"1"
57195,"1"
58052,"1"
56441,"1"
59532,"1"
59771,"1"
52804,"1"
57339,"1"
53949,"1"
54424,"1"
53166,"1"
58868,"1"
52506,"1"
54778,"1"
52565,"1"
53214,"1"
51420,"1"
58428,"1"
59322,"1"
59501,"1"
59601,"1"
57832,"1"
59200,"1"
51996,"1"
52332,"1"
51587,"1"
